Year Month,Postal Code,Customer Class,Total Gallons
201407,78756,Irrigation - Multi-Family,276900
201407,78756,Irrigation - Residential,80100
201407,78756,Multi-Family,5762000
201407,78756,Residential,13310800
201407,78757,Irrigation - Multi-Family,415100
201407,78757,Irrigation - Residential,58400
201407,78757,Multi-Family,15535000
201407,78757,Residential,40211000
201407,78758,Irrigation - Multi-Family,4208000
201407,78758,Irrigation - Residential,46900
201407,78758,Multi-Family,46116900
201407,78758,Residential,46541600
201407,78759,Irrigation - Multi-Family,1659700
201407,78759,Irrigation - Residential,129800
201407,78759,Multi-Family,40194100
201407,78759,Residential,83658200
201408,78613,Irrigation - Multi-Family,1899300
201408,78613,Multi-Family,1653700
201408,78617,Irrigation - Residential,3100
201408,78617,Multi-Family,4451500
201408,78617,Residential,21194300
201408,78652,Irrigation - Residential,36500
201408,78652,Multi-Family,32000
201408,78652,Residential,768500
201408,78653,Multi-Family,247100
201408,78653,Residential,1450500
201408,78660,Irrigation - Multi-Family,1522400
201408,78660,Irrigation - Residential,10900
201408,78660,Multi-Family,797200
201408,78660,Residential,10097600
201408,78701,Irrigation - Multi-Family,761100
201408,78701,Multi-Family,14231600
201408,78701,Residential,1270100
201408,78702,Irrigation - Multi-Family,1212900
201408,78702,Irrigation - Residential,29600
201408,78702,Multi-Family,11364600
201408,78702,Residential,29084700
201408,78703,Irrigation - Multi-Family,774300
201408,78703,Irrigation - Residential,1618200
201408,78703,Multi-Family,13076300
201408,78703,Residential,67536800
201408,78704,Irrigation - Multi-Family,2894300
201408,78704,Irrigation - Residential,320500
201408,78704,Multi-Family,50077800
201408,78704,Residential,58404400
201408,78705,Irrigation - Multi-Family,887200
201408,78705,Irrigation - Residential,117200
201408,78705,Multi-Family,29431800
201408,78705,Residential,10228200
201408,78712,Residential,0
201408,78717,Irrigation - Multi-Family,6593500
201408,78717,Irrigation - Residential,41800
201408,78717,Multi-Family,10069300
201408,78717,Residential,52765700
201408,78719,Multi-Family,507500
201408,78719,Residential,1842100
201408,78721,Irrigation - Multi-Family,120000
201408,78721,Irrigation - Residential,12700
201408,78721,Multi-Family,4843400
201408,78721,Residential,16349000
201408,78722,Irrigation - Multi-Family,79200
201408,78722,Multi-Family,2350800
201408,78722,Residential,10176800
201408,78723,Irrigation - Multi-Family,212900
201408,78723,Multi-Family,22492600
201408,78723,Residential,40470800
201408,78724,Irrigation - Multi-Family,465300
201408,78724,Irrigation - Residential,54800
201408,78724,Multi-Family,13980000
201408,78724,Residential,23063100
201408,78725,Multi-Family,188100
201408,78725,Residential,3061300
201408,78726,Irrigation - Multi-Family,6527700
201408,78726,Irrigation - Residential,37200
201408,78726,Multi-Family,12566600
201408,78726,Residential,27466900
201408,78727,Irrigation - Multi-Family,6461500
201408,78727,Irrigation - Residential,33800
201408,78727,Multi-Family,18349800
201408,78727,Residential,53854800
201408,78728,Irrigation - Multi-Family,2926500
201408,78728,Multi-Family,5708400
201408,78728,Residential,6432600
201408,78729,Irrigation - Multi-Family,4199200
201408,78729,Irrigation - Residential,23200
201408,78729,Multi-Family,19364900
201408,78729,Residential,30271100
201408,78730,Irrigation - Multi-Family,1739600
201408,78730,Irrigation - Residential,223500
201408,78730,Multi-Family,4945300
201408,78730,Residential,21173000
201408,78731,Irrigation - Multi-Family,1252300
201408,78731,Irrigation - Residential,747100
201408,78731,Multi-Family,17752600
201408,78731,Residential,90502400
201408,78733,Residential,46800
201408,78735,Irrigation - Multi-Family,2386100
201408,78735,Multi-Family,8557400
201408,78735,Residential,33082100
201408,78736,Irrigation - Multi-Family,486300
201408,78736,Irrigation - Residential,26500
201408,78736,Multi-Family,2855300
201408,78736,Residential,20089700
201408,78737,Irrigation - Residential,24100
201408,78737,Residential,14799100
201408,78738,Residential,6500
201408,78739,Residential,68551400
201408,78741,Irrigation - Multi-Family,2091200
201408,78741,Irrigation - Residential,32900
201408,78741,Multi-Family,82941500
201408,78741,Residential,19303700
201408,78742,Multi-Family,355700
201408,78742,Residential,786700
201408,78744,Irrigation - Multi-Family,1857200
201408,78744,Irrigation - Residential,23600
201408,78744,Multi-Family,25244700
201408,78744,Residential,52040300
201408,78745,Irrigation - Multi-Family,6090500
201408,78745,Irrigation - Residential,119600
201408,78745,Multi-Family,34390600
201408,78745,Residential,92400700
201408,78746,Irrigation - Multi-Family,1008900
201408,78746,Irrigation - Residential,560100
201408,78746,Multi-Family,14057600
201408,78746,Residential,48831600
201408,78747,Irrigation - Multi-Family,915800
201408,78747,Irrigation - Residential,300
201408,78747,Multi-Family,7492700
201408,78747,Residential,31863600
201408,78748,Irrigation - Multi-Family,7647500
201408,78748,Irrigation - Residential,15300
201408,78748,Multi-Family,19183200
201408,78748,Residential,87972400
201408,78749,Irrigation - Multi-Family,6215100
201408,78749,Irrigation - Residential,25600
201408,78749,Multi-Family,15321000
201408,78749,Residential,100125900
201408,78750,Irrigation - Multi-Family,2782100
201408,78750,Irrigation - Residential,37400
201408,78750,Multi-Family,16750400
201408,78750,Residential,82750800
201408,78751,Irrigation - Multi-Family,887000
201408,78751,Irrigation - Residential,99400
201408,78751,Multi-Family,11548100
201408,78751,Residential,17649500
201408,78752,Irrigation - Multi-Family,172900
201408,78752,Multi-Family,20406100
201408,78752,Residential,13912700
201408,78753,Irrigation - Multi-Family,4920500
201408,78753,Irrigation - Residential,2700
201408,78753,Multi-Family,60689900
201408,78753,Residential,54756700
201408,78754,Irrigation - Multi-Family,2535700
201408,78754,Irrigation - Residential,18600
201408,78754,Multi-Family,17031600
201408,78754,Residential,29860300
201408,78756,Irrigation - Multi-Family,329900
201408,78756,Irrigation - Residential,98100
201408,78756,Multi-Family,5138100
201408,78756,Residential,14114800
201408,78757,Irrigation - Multi-Family,415500
201408,78757,Irrigation - Residential,56600
201408,78757,Multi-Family,14848400
201408,78757,Residential,44714400
201408,78758,Irrigation - Multi-Family,4622500
201408,78758,Irrigation - Residential,40700
201408,78758,Multi-Family,49339900
201408,78758,Residential,51781800
201408,78759,Irrigation - Multi-Family,1641300
201408,78759,Irrigation - Residential,177900
201408,78759,Multi-Family,41266800
201408,78759,Residential,103745000
201409,78613,Irrigation - Multi-Family,1294100
201409,78613,Multi-Family,1754900
201409,78617,Irrigation - Residential,3400
201409,78617,Multi-Family,5025000
201409,78617,Residential,23799600
201409,78652,Irrigation - Residential,53200
201409,78652,Multi-Family,36500
201409,78652,Residential,897800
201409,78653,Multi-Family,201000
201409,78653,Residential,1297600
201409,78660,Irrigation - Multi-Family,1484000
201409,78660,Irrigation - Residential,10000
201409,78660,Multi-Family,829600
201409,78660,Residential,9978600
201409,78701,Irrigation - Multi-Family,754300
201409,78701,Multi-Family,15692100
201409,78701,Residential,1332900
201409,78702,Irrigation - Multi-Family,1472200
201409,78702,Irrigation - Residential,29300
201409,78702,Multi-Family,12176600
201409,78702,Residential,30767200
201409,78703,Irrigation - Multi-Family,1035900
201409,78703,Irrigation - Residential,1828400
201409,78703,Multi-Family,13363700
201409,78703,Residential,78260600
201409,78704,Irrigation - Multi-Family,3912300
201409,78704,Irrigation - Residential,384400
201409,78704,Multi-Family,53976700
201409,78704,Residential,63378700
201409,78705,Irrigation - Multi-Family,1055700
201409,78705,Irrigation - Residential,174000
201409,78705,Multi-Family,36984600
201409,78705,Residential,13212000
201409,78712,Residential,0
201409,78717,Irrigation - Multi-Family,6563300
201409,78717,Irrigation - Residential,39500
201409,78717,Multi-Family,9479400
201409,78717,Residential,48866000
201409,78719,Multi-Family,608600
201409,78719,Residential,2235400
201409,78721,Irrigation - Multi-Family,114300
201409,78721,Irrigation - Residential,7600
201409,78721,Multi-Family,5050500
201409,78721,Residential,15081200
201409,78722,Irrigation - Multi-Family,145800
201409,78722,Multi-Family,2730900
201409,78722,Residential,12102000
201409,78723,Irrigation - Multi-Family,309100
201409,78723,Multi-Family,24142200
201409,78723,Residential,44400400
201409,78724,Irrigation - Multi-Family,459700
201409,78724,Irrigation - Residential,52200
201409,78724,Multi-Family,11635400
201409,78724,Residential,22732300
201409,78725,Multi-Family,168200
201409,78725,Residential,3315100
201409,78726,Irrigation - Multi-Family,6228000
201409,78726,Irrigation - Residential,50700
201409,78726,Multi-Family,12143400
201409,78726,Residential,28958900
201409,78727,Irrigation - Multi-Family,6345000
201409,78727,Irrigation - Residential,30500
201409,78727,Multi-Family,19757000
201409,78727,Residential,63951300
201409,78728,Irrigation - Multi-Family,1550200
201409,78728,Multi-Family,7804200
201409,78728,Residential,6296900
201409,78729,Irrigation - Multi-Family,5244600
201409,78729,Irrigation - Residential,7000
201409,78729,Multi-Family,22070000
201409,78729,Residential,34971100
201409,78730,Irrigation - Multi-Family,1961200
201409,78730,Irrigation - Residential,189700
201409,78730,Multi-Family,5101900
201409,78730,Residential,25745100
201409,78731,Irrigation - Multi-Family,1648500
201409,78731,Irrigation - Residential,788200
201409,78731,Multi-Family,18525200
201409,78731,Residential,103040900
201409,78733,Residential,76300
201409,78735,Irrigation - Multi-Family,3182300
201409,78735,Multi-Family,9228700
201409,78735,Residential,36227800
201409,78736,Irrigation - Multi-Family,616800
201409,78736,Irrigation - Residential,17200
201409,78736,Multi-Family,3212400
201409,78736,Residential,23638600
201409,78737,Irrigation - Residential,20900
201409,78737,Residential,14903900
201409,78738,Residential,7100
201409,78739,Residential,84993600
201409,78741,Irrigation - Multi-Family,3539300
201409,78741,Irrigation - Residential,58100
201409,78741,Multi-Family,92554300
201409,78741,Residential,23341400
201409,78742,Multi-Family,388100
201409,78742,Residential,905700
201409,78744,Irrigation - Multi-Family,2478400
201409,78744,Irrigation - Residential,18600
201409,78744,Multi-Family,28629700
201409,78744,Residential,57272300
201409,78745,Irrigation - Multi-Family,8715800
201409,78745,Irrigation - Residential,115700
201409,78745,Multi-Family,36586900
201409,78745,Residential,94942400
201409,78746,Irrigation - Multi-Family,1009700
201409,78746,Irrigation - Residential,556800
201409,78746,Multi-Family,15725100
201409,78746,Residential,54170300
201409,78747,Irrigation - Multi-Family,1156800
201409,78747,Irrigation - Residential,43100
201409,78747,Multi-Family,9001300
201409,78747,Residential,37235300
201409,78748,Irrigation - Multi-Family,10152000
201409,78748,Irrigation - Residential,28700
201409,78748,Multi-Family,20147500
201409,78748,Residential,105625800
201409,78749,Irrigation - Multi-Family,7633000
201409,78749,Irrigation - Residential,58000
201409,78749,Multi-Family,16600100
201409,78749,Residential,104890900
201409,78750,Irrigation - Multi-Family,2675400
201409,78750,Irrigation - Residential,53500
201409,78750,Multi-Family,13771900
201409,78750,Residential,87770100
201409,78751,Irrigation - Multi-Family,1243100
201409,78751,Irrigation - Residential,157100
201409,78751,Multi-Family,13500100
201409,78751,Residential,20593200
201409,78752,Irrigation - Multi-Family,240000
201409,78752,Multi-Family,20574900
201409,78752,Residential,16081400
201409,78753,Irrigation - Multi-Family,5528000
201409,78753,Irrigation - Residential,9100
201409,78753,Multi-Family,60116500
201409,78753,Residential,48476800
201409,78754,Irrigation - Multi-Family,2573200
201409,78754,Irrigation - Residential,13500
201409,78754,Multi-Family,17294700
201409,78754,Residential,27090800
201409,78756,Irrigation - Multi-Family,456400
201409,78756,Irrigation - Residential,132200
201409,78756,Multi-Family,6043200
201409,78756,Residential,18065900
201409,78757,Irrigation - Multi-Family,614800
201409,78757,Irrigation - Residential,44400
201409,78757,Multi-Family,16349500
201409,78757,Residential,53250300
201409,78758,Irrigation - Multi-Family,5481900
201409,78758,Irrigation - Residential,43100
201409,78758,Multi-Family,48898400
201409,78758,Residential,52500600
201409,78759,Irrigation - Multi-Family,2137900
201409,78759,Irrigation - Residential,209100
201409,78759,Multi-Family,43215200
201409,78759,Residential,110247800
201410,78613,Irrigation - Multi-Family,887100
201410,78613,Multi-Family,984000
201410,78617,Irrigation - Residential,3100
201410,78617,Multi-Family,3720500
201410,78617,Residential,18977000
201410,78652,Irrigation - Residential,60100
201410,78652,Multi-Family,35000
201410,78652,Residential,718400
201410,78653,Multi-Family,130700
201410,78653,Residential,1015300
201410,78660,Irrigation - Multi-Family,402700
201410,78660,Irrigation - Residential,8400
201410,78660,Multi-Family,796900
201410,78660,Residential,8616300
201410,78701,Irrigation - Multi-Family,649500
201410,78701,Irrigation - Residential,13100
201410,78701,Multi-Family,14370900
201410,78701,Residential,1040100
201410,78702,Irrigation - Multi-Family,1055800
201410,78702,Irrigation - Residential,17200
201410,78702,Multi-Family,10594800
201410,78702,Residential,25354800
201410,78703,Irrigation - Multi-Family,1010800
201410,78703,Irrigation - Residential,1182600
201410,78703,Multi-Family,11719000
201410,78703,Residential,55758000
201410,78704,Irrigation - Multi-Family,3065400
201410,78704,Irrigation - Residential,198900
201410,78704,Multi-Family,50313700
201410,78704,Residential,45825800
201410,78705,Irrigation - Multi-Family,1351200
201410,78705,Irrigation - Residential,75800
201410,78705,Multi-Family,37882100
201410,78705,Residential,9787300
201410,78712,Residential,0
201410,78717,Irrigation - Multi-Family,7008600
201410,78717,Irrigation - Residential,18800
201410,78717,Multi-Family,9372100
201410,78717,Residential,38036100
201410,78719,Multi-Family,469600
201410,78719,Residential,1492600
