"","TCAD.or.WCAD.Property.ID..s.","Duct.System.1...Type","Duct.System.1...RValue","Duct.System.1...Return.Sizing","Duct.System.1.....Leakage","System.1...Location.Air.Handler","System.1...Air.Handler.Type","System.1...Age..years.","System.1...sqft.ton","Water.Heater...Fuel.Type","Water.Heating...Tank.Type","Toilet.Type","Programmable.Thermostat.Present","Window.Screen.Area.Recommended..sqft.","Furnace...Fuel.Type","Attic.R.Value","Recommended.Additional.R.Value","Year.Built","Bedrooms","Conditioned..sqft.","Attic..sqft.","Home_Type","Lat","Long","set","NeedsDuctFixed"
"11859","142842","Sheet_Metal",4,"Adequate",10,"Closet","Up Flow",17,630,"Elec","Tank","Standard","N",0,"Elec",24,14,1971,4,2520,2520,"Single Family",30.3686349510004,-97.7643527509996,"train","0"
"11860","457420","Mylar_Flex",8,"Adequate",16,"Attic","Horizontal",14,455,"Gas","Tank","Water_Saving","Y",0,"Gas",30,8,1999,3,2276,1200,"Single Family",30.3811375790004,-97.8855593029997,"test","0"
"11861","283005","Mylar_Flex",8,"Adequate",28,"","Horizontal",7,411,"Elec","Tank","Water_Saving","Y",102,"Elec",17,16,1917,3,1845,1008,"Single Family",30.2491600050005,-97.7446299629997,"test","1"
"11862","230655","Sheet_Metal",4,"Adequate",10,"Closet","Up Flow",19,668,"Gas","Tank","Water_Saving","N",0,"Gas",30,8,1969,3,2337,1990,"Single Family",30.3291289700005,-97.6864493959997,"train","0"
"11864","319898","Duct_Board",2,"Inadequate",42.1,"Garage","Up Flow",13,348,"Elec","Tank","Water_Saving","Y",0,"Elec",14,24,1971,3,1221,0,"Single Family",30.2139261900004,-97.8119589079997,"train","1"
"11865","213830","Sheet_Metal",5,"Inadequate",16,"Closet","Up Flow",13,481,"Gas","Tank","Water_Saving","Y",65,"Gas",19,19,1961,3,1444,1444,"Single Family",30.3025602950005,-97.6845922419997,"test","0"
"11866","466048","Mylar_Flex",6,"Adequate",15,"Closet","Up Flow",5,506,"Elec","Tank","Water_Saving","N",15,"Gas",28,0,1999,4,2023,1012,"Single Family",30.1962571680004,-97.8583131449997,"test","0"
"11867","R075127","Duct_Board",6,"Adequate",18,"Closet","Up Flow",12,528,"Gas","Tank","Water_Saving","N",0,"Gas",17.5,20.5,1976,3,1850,1118,"Single Family",30.4560252100005,-97.8005522289997,"train","0"
"11869","252049","Duct_Board",5,"Adequate",17.8,"Closet","Up Flow",6,610.5,"Elec","Tank","Standard","N",39,"Elec",21,17,1974,3,1221,1221,"Single Family",30.3730954370005,-97.6952045509997,"train","0"
"11870","338154","Sheet_Metal",4,"Adequate",8,"Closet","Up Flow",7,614,"Gas","Tank","Water_Saving","Y",74,"Gas",0,21,1976,3,1228,1228,"Single Family",30.1858509460005,-97.7850325409997,"train","0"
"11871","251814","Sheet_Metal",3,"Adequate",9.4,"Closet","Up Flow",7,506,"Gas","Tank","Water_Saving","Y",0,"Gas",15,23,1971,3,1266,800,"Single Family",30.3718565440005,-97.7062088999997,"train","0"
"11873","311405","Duct_Board",4,"Adequate",22,"Garage","Up Flow",7,500,"Gas","Tank","Standard","N",0,"Gas",11,27,1980,3,1506,1506,"Single Family",30.2309331270005,-97.8483996369997,"test","0"
"11875","160680","Duct_Board",4,"Adequate",14.4,"Closet","Up Flow",11,428,"Gas","Tankless","Water_Saving","N",460,"Gas",19,19,1982,4,2784,2500,"Single Family",30.4158561760005,-97.7695771809997,"train","0"
"11877","R074192","Grey_Flex",8,"Inadequate",8.5,"","",13,448,"Elec","Tank","Standard","Y",60,"Elec",21,16,1984,3,1569,1450,"Single Family",30.4574881710005,-97.7722634219997,"train","0"
"11880","255312","Mylar_Flex",8,"Adequate",13.5,"Closet","Up Flow",12,360,"Gas","Tank","Standard","N",45,"Gas",35,3,1979,3,900,900,"Duplex",30.3840097710005,-97.7070332489997,"train","0"
"11884","118390","Mylar_Flex",6,"Adequate",5,"Attic","Horizontal",9,392,"Elec","Tank","Water_Saving","Y",48.8,"Elec",21,17,1939,3,1568,1568,"Single Family",30.3019858560004,-97.7554282239997,"test","0"
"11885","239629","Grey_Flex",6,"Inadequate",9.8,"Closet","Up Flow",10,462,"Gas","Tank","Water_Saving","N",120,"Gas",32,0,1955,3,1386,1386,"Single Family",30.3495150280004,-97.7256628279997,"test","0"
"11886","244917","Mylar_Flex",6,"Inadequate",25.6,"Closet","Up Flow",11,503,"Gas","Tank","Water_Saving","N",30,"Gas",17,21,1984,3,1511,0,"Single Family",30.1766800620005,-97.8301324889997,"train","1"
"11888","545122","Duct_Board",6,"Adequate",53,"Closet","Up Flow",14,484,"Gas","Tank","Water_Saving","N",0,"Gas",27,11,1975,4,1454,1400,"Single Family",30.2886967810005,-97.6604670029997,"train","1"
"11889","306478","Mylar_Flex",7,"Adequate",9.4,"Closet","Up Flow",20,541.2,"Elec","Tank","Standard","Y",102,"Elec",30,8,1983,3,1353,1000,"Single Family",30.2429773870005,-97.8863457509997,"test","0"
"11890","219152","Mylar_Flex",6,"Adequate",20.3,"Closet","Up Flow",8,498,"Gas","Tank","Water_Saving","Y",198,"Gas",19,19,1953,3,1494,1200,"Single Family",30.3090330930004,-97.6748788989997,"train","0"
"11894","112704","Duct_Board",4,"Adequate",13,"Closet","Up Flow",20,481,"Gas","Tank","Water_Saving","N",59,"Gas",18,20,1979,3,1442,700,"Single Family",30.2859975110005,-97.7620455199997,"train","0"
"11895","244199","Sheet_Metal",5,"Inadequate",11,"Closet","Up Flow",7,579,"Elec","Tank","Water_Saving","N",120,"Elec",14,24,1968,3,1738,1738,"Single Family",30.3613875490005,-97.7351061249997,"train","0"
"11896","318740","Mylar_Flex",6,"Inadequate",8.75,"Attic","Horizontal",5,524.3,"Elec","Tank","Water_Saving","N",0,"Elec",38,0,1993,3,1573,1573,"Single Family",30.2221850780005,-97.8748557929997,"test","0"
"11897","747978","Mylar_Flex",8,"Adequate",9,"Attic","Horizontal",5,336,"Gas","Tank","Water_Saving","N",0,"Elec",40,0,1941,2,672,650,"Single Family",30.2736038500005,-97.7036363629997,"train","0"
"11901","330158","Duct_Board",4,"Adequate",7.9,"Garage","Up Flow",20,611,"Gas","Tank","Standard","N",44,"Gas",27,11,1978,3,1223,0,"Single Family",30.2022656770005,-97.7954683739997,"test","0"
"11902","214012","Sheet_Metal",4,"Inadequate",2,"Closet","Up Flow",14,490.7,"Gas","Tank","Water_Saving","Y",0,"Gas",0,0,1967,5,2002,1777,"Single Family",30.3002163480004,-97.6802111109997,"train","0"
"11903","156672","Grey_Flex",8,"Adequate",11,"Attic","Horizontal",8,678,"Gas","Tank","Water_Saving","Y",0,"Gas",30,8,1990,4,3463,1731,"Single Family",30.4047511510005,-97.7711204659997,"train","0"
"11907","423701","Duct_Board",6,"Adequate",10,"Closet","Up Flow",10,400,"Elec","Tank","Water_Saving","N",64,"Elec",30,8,1985,2,1403,600,"Condo",30.4012511770005,-97.7533266449997,"test","0"
"11909","302050","Mylar_Flex",6,"Adequate",13,"Attic","Horizontal",10,400,"Elec","Tankless","Water_Saving","Y",168,"Elec",21,17,2004,2,1118,1118,"Single Family",30.2492606800005,-97.7522895389997,"train","0"
"11910","276632","Mylar_Flex",8,"Adequate",16,"Attic","Horizontal",18,399,"Gas","Tank","Water_Saving","Y",0,"Gas",30,8,1996,4,1996,1996,"Single Family",30.4501839180004,-97.6739443999997,"train","0"
"11911","161157","Mylar_Flex",6,"Adequate",16,"Attic","Horizontal",14,550,"Gas","Tank","Water_Saving","Y",139,"Gas",19,19,1995,5,3460,1100,"Single Family",30.4193655810005,-97.7913241249997,"train","0"
"11913","330078","Mylar_Flex",8,"Adequate",8,"Closet","Up Flow",20,642,"Gas","Tank","Water_Saving","Y",86,"Gas",28,10,1971,4,963,900,"Single Family",30.2030047490005,-97.7869726039997,"test","0"
"11914","135928","Grey_Flex",8,"Adequate",16,"Attic","Horizontal",20,490,"Elec","Tank","Water_Saving","Y",0,"Elec",17.6,20.4,1980,4,2451,1225,"Single Family",30.3539316910005,-97.7890240019997,"test","0"
"11915","128608","Grey_Flex",6,"Inadequate",25,"Closet","Up Flow",21,408,"Gas","Tank","Standard","Y",0,"Gas",25,13,1985,3,2429,0,"Single Family",30.3431736980004,-97.7780291279997,"test","0"
"11916","158268","Grey_Flex",8,"Adequate",22,"Garage","Up Flow",23,567.5,"Gas","Tank","Standard","N",0,"Gas",20,18,1990,3,2270,1162,"Single Family",30.4126215530005,-97.7580801169997,"test","0"
"11917","228717","Grey_Flex",6,"Adequate",79,"Attic","Horizontal",21,428,"Gas","Tank","Standard","N",0,"Elec",7,31,1950,2,1070,1070,"Single Family",30.3297827640005,-97.7332762119997,"train","1"
"11920","242475","Sheet_Metal",5,"Adequate",16,"Closet","",1,483,"Gas","Tank","Standard","Y",40,"Gas",15,23,1963,4,1692,1692,"Single Family",30.3585733910004,-97.7269135639997,"train","0"
"11922","131837","Mylar_Flex",8,"Adequate",97,"Attic","Horizontal",20,398,"Gas","Tank","Water_Saving","Y",0,"Gas",13.2,24.8,1998,3,2646,1393,"Single Family",30.3454773750005,-97.7829941719997,"train","1"
"11927","187911","Sheet_Metal",6,"Adequate",34,"Attic","Horizontal",10,522,"Elec","Tank","Water_Saving","Y",0,"Elec",19,0,1971,1,784,0,"Condo",30.2530472380005,-97.7431233929997,"train","1"
"11928","160925","Mylar_Flex",7,"Adequate",9,"Attic","Horizontal",20,518,"Gas","Tank","Water_Saving","N",139,"Gas",29,9,1994,4,3632,2000,"Single Family",30.4178767780004,-97.7789790239997,"train","0"
"11929","220235","Mylar_Flex",6,"Adequate",21,"Attic","Horizontal",11,308,"Elec","Tankless","Water_Saving","Y",13,"Elec",28,8,1949,2,1077,797,"Single Family",30.3141544800005,-97.7164149579997,"test","0"
"11930","297568","Mylar_Flex",6,"Inadequate",9.75,"Attic","Horizontal",1,483,"Elec","Tank","Water_Saving","Y",0,"Elec",38,0,1987,4,1935,1935,"Single Family",30.1705448210005,-97.6352923779997,"train","0"
"11931","223684","Sheet_Metal",6,"Adequate",15,"Closet","Up Flow",7,435,"Gas","Tank","Water_Saving","Y",36,"Gas",14,24,1962,4,1522,1522,"Single Family",30.3174980680005,-97.6833509799997,"train","0"
"11932","344315","Mylar_Flex",6,"Adequate",20,"Garage","Up Flow",22,520,"Gas","Tank","Standard","N",82,"Gas",18,19,1986,4,1735,400,"Single Family",30.1780693750005,-97.8067605339997,"test","0"
"11934","284426","Duct_Board",4,"Adequate",25,"Closet","Up Flow",20,362,"Elec","Tank","Water_Saving","N",35,"Elec",18,20,1981,2,905,298,"Condo",30.2405410570005,-97.7521379349997,"train","0"
"11935","202475","Mylar_Flex",8,"Adequate",55,"Closet","Horizontal",11,450,"Gas","Tank","Water_Saving","Y",82,"Elec",35,3,1961,2,1126,1126,"Single Family",30.2793648180005,-97.6965216149997,"test","1"
"11936","364282","Mylar_Flex",6,"Adequate",32,"Closet","Up Flow",12,698,"Gas","Tank","Standard","Y",40,"Gas",15,23,1999,4,2794,1380,"Single Family",30.2296267230005,-97.8671559469997,"test","1"
"11939","138898","Sheet_Metal",6,"Adequate",15,"Closet","Up Flow",13,669,"Gas","Tank","Water_Saving","Y",76,"Gas",9,29,1973,4,2679,2093,"Single Family",30.3604648940005,-97.7553962449997,"train","0"
"11940","124743","Mylar_Flex",6,"Adequate",9,"Closet","Up Flow",9,439,"Elec","Tankless","Water_Saving","Y",0,"Gas",0,0,1950,4,3513,350,"Single Family",30.3294025690005,-97.7669525299997,"train","0"
"11941","501895","Sheet_Metal",4,"Adequate",34,"Closet","Up Flow",0,462,"Elec","Tank","Water_Saving","Y",0,"Gas",40,0,1960,3,1620,1620,"Single Family",30.3811375790004,-97.6805948589997,"train","1"
"11942","522548","Sheet_Metal",6,"Adequate",22,"Attic","Horizontal",15,600,"Gas","Tank","Water_Saving","N",108,"Gas",20,18,1984,4,3342,2000,"Single Family",30.3612892420005,-97.7843124199997,"train","0"
"11944","158264","Mylar_Flex",6,"Adequate",19,"Garage","Up Flow",15,817,"Gas","Tank","Standard","Y",0,"Gas",39,0,1987,3,2452,1752,"Single Family",30.4128442220004,-97.7588262949997,"train","0"
"11945","216256","Mylar_Flex",6,"Adequate",2.2,"Attic","Horizontal",14,525,"Gas","Tank","Standard","Y",391,"Gas",38,0,1949,4,2035,1500,"Single Family",30.3089051770004,-97.7185528169996,"train","0"
"11947","104288","Duct_Board",5,"Adequate",17,"Closet","Up Flow",19,607,"Gas","Tank","Water_Saving","Y",69,"Gas",22,14,1979,3,1822,1563,"Single Family",30.2607885390005,-97.7793627729997,"train","0"
"11948","122962","Mylar_Flex",6,"Adequate",16,"Attic","Horizontal",4,411,"Elec","Tank","Water_Saving","Y",81.5,"Elec",0,19,1956,3,3928,2976,"Single Family",30.3221954360005,-97.7695226979997,"train","0"
"11949","229934","Mylar_Flex",8,"Adequate",16,"Closet","Up Flow",7,432,"Gas","Tank","Water_Saving","N",0,"Gas",30,8,1955,4,1512,1512,"Single Family",30.3332767730005,-97.7259435319997,"train","0"
"11952","321984","Duct_Board",6,"Adequate",15,"Closet","Horizontal",5,542,"Gas","Tank","Water_Saving","Y",0,"Gas",32,0,1987,3,2168,742,"Single Family",30.2173064950005,-97.8698362659997,"train","0"
"11953","230219","Mylar_Flex",8,"Adequate",10.9,"Attic","Horizontal",9,394,"Gas","Tank","Water_Saving","N",0,"Gas",0,20.6,1964,3,987,987,"Single Family",30.3316339960004,-97.7123938869997,"train","0"
"11956","285267","Mylar_Flex",6,"Adequate",9,"Attic","Horizontal",7,639,"Gas","Tank","Water_Saving","Y",48,"Elec",30,0,1960,2,1919,1919,"Single Family",30.2373242000004,-97.7468886309996,"train","0"
"11957","240514","Mylar_Flex",6,"Inadequate",16,"Attic","Horizontal",9,493,"Gas","Tank","Water_Saving","Y",0,"Gas",0,0,1940,3,1971,1399,"Single Family",30.3540122310005,-97.6992043019997,"train","0"
"11958","374606","Mylar_Flex",6,"Adequate",12.7,"Attic","Up Flow",20,597,"Elec","Tank","Water_Saving","Y",0,"Elec",18,20,1996,4,4252,0,"Single Family",30.2696135740005,-97.8196777059997,"train","0"
"11959","462204","Duct_Board",6,"Adequate",31,"Garage","Up Flow",10,768,"Gas","Tank","Standard","Y",0,"Gas",18,20,1984,3,2305,1413,"Single Family",30.4206838290004,-97.7229363159997,"train","1"
"11961","202564","Mylar_Flex",6,"Adequate",13.3,"Closet","Up Flow",5,480,"Elec","Tank","Standard","N",57.5,"Elec",40,0,1965,2,720,720,"Single Family",30.2808974440005,-97.6900500009997,"train","0"
"11962","380794","Grey_Flex",3,"Adequate",13,"Attic","Up Flow",10,400,"Gas","Tank","Water_Saving","N",140,"Elec",0,8,1996,3,1000,1000,"Duplex",30.2016221680005,-97.8115397159997,"test","0"
"11964","167485","Duct_Board",6,"Adequate",8,"Garage","Up Flow",9,573,"Gas","Tank","Water_Saving","Y",0,"Gas",38,0,1976,4,1720,883,"Single Family",30.4287970340005,-97.7721295829997,"test","0"
"11966","101368","Sheet_Metal",4,"Adequate",13.7,"Closet","Up Flow",15,408.5,"Gas","Tank","Water_Saving","N",15,"Gas",14,24,1974,3,1634,1200,"Single Family",30.2526338790005,-97.7926151309996,"test","0"
"11967","222473","Mylar_Flex",6,"Adequate",16,"Closet","Up Flow",7,383,"Elec","Tank","Water_Saving","N",45,"Elec",26,12,1984,2,767,0,"Duplex",30.3124441920004,-97.6845259149997,"test","0"
"11968","R378749","Mylar_Flex",6,"Inadequate",12,"Garage","Up Flow",15,552,"Gas","Tank","Standard","Y",24,"Gas",30,8,1998,3,1657,1657,"Single Family",30.4595952360004,-97.7600071519997,"train","0"
"11970","319702","Sheet_Metal",6,"Adequate",20.2,"Closet","Up Flow",20,480,"Gas","Tank","Water_Saving","Y",0,"Gas",15,23,1966,3,1200,150,"Single Family",30.2155796260005,-97.7937711149997,"train","0"
"11971","156511","Mylar_Flex",5.79,"Adequate",41.9,"Attic","Horizontal",9,462,"Gas","Tank","Standard","Y",298,"Gas",19,19,1985,4,3319,1200,"Single Family",30.4064045870005,-97.7632512489997,"train","1"
"11973","283183","Mylar_Flex",8,"Adequate",18,"Attic","Horizontal",11,461,"Gas","Tank","Water_Saving","N",0,"Gas",30,8,1922,2,1385,1385,"Single Family",30.2449897000005,-97.7500510049996,"train","0"
"11974","369986","Mylar_Flex",6,"Adequate",10,"Closet","Up Flow",16,534,"Gas","Tank","Water_Saving","Y",90,"Gas",40,0,1999,3,1335,1335,"Single Family",30.4202337540004,-97.6536092719997,"train","0"
"11975","478619","Mylar_Flex",6,"Adequate",23,"Closet","Up Flow",18,482,"Gas","Tank","Standard","Y",0,"Gas",19.3,18.7,1983,3,1447,1447,"Single Family",30.4176446340005,-97.7191426529997,"train","0"
"11977","430260","Mylar_Flex",6,"Adequate",11.7,"Closet","Up Flow",16,540.5,"Elec","Tank","Standard","Y",289,"Gas",34,4,1998,3,2162,1182,"Single Family",30.2042519330005,-97.8566395749997,"train","0"
"11978","210752","Mylar_Flex",6,"Adequate",18,"Attic","Horizontal",17,415,"Gas","Tank","Water_Saving","N",73,"Elec",19,19,1948,2,836,836,"Duplex",30.2951648420005,-97.7150824969997,"train","0"
"11979","221412","Duct_Board",4,"Inadequate",19.7,"Attic","Horizontal",5,434,"Elec","Tank","Standard","N",128,"Elec",10,31,1981,2,1084,534,"Condo",30.3173843640005,-97.7258653619997,"train","0"
"11980","R352785","Grey_Flex",8,"Adequate",19,"Closet","Up Flow",17,522,"Gas","Tank","Standard","Y",0,"Gas",26,12,1997,3,1827,1300,"Single Family",30.4550476360005,-97.7573847609997,"train","0"
"11982","154686","Grey_Flex",6,"Adequate",12.8,"Attic","Horizontal",9,250,"Elec","Tank","Water_Saving","Y",59,"Gas",13,25,1983,4,3735,750,"Single Family",30.3968452170005,-97.7615421459997,"train","0"
"11983","210020","Mylar_Flex",6,"Adequate",12,"Attic","Horizontal",20,570,"Gas","Tank","Standard","Y",0,"Gas",38,0,1939,3,3197,1294,"Single Family",30.2932022740005,-97.7483217669997,"test","0"
"11984","120673","Sheet_Metal",4,"Inadequate",37,"Attic","Horizontal",20,592,"Elec","Tank","Water_Saving","N",0,"Elec",21,17,1953,2,1772,1771,"Single Family",30.3097863770005,-97.7637084309997,"train","1"
"11987","227013","Duct_Board",4,"Adequate",21,"Attic","Horizontal",23,652,"Gas","Tank","Water_Saving","Y",84,"Elec",30,8,1967,3,1630,1630,"Single Family",30.3216198130004,-97.6741575929997,"train","0"
"11990","342264","Duct_Board",6,"Inadequate",29,"Attic","Horizontal",11,475,"Elec","Tank","Water_Saving","N",42,"Elec",11,27,1970,4,2376,2376,"Single Family",30.1828555740005,-97.8283227099997,"train","1"
"11991","199646","Mylar_Flex",4,"Inadequate",13.7,"Attic","Horizontal",10,442,"Elec","Tank","Water_Saving","Y",0,"Elec",7,31,1920,2,1548,1548,"Single Family",30.2780240660005,-97.7520491039997,"test","0"
"11992","237560","Mylar_Flex",4,"Adequate",8,"Closet","Up Flow",12,565,"Gas","Tank","Water_Saving","N",0,"Elec",2,36,1953,3,1694,330,"Single Family",30.3473854590005,-97.7234325849997,"train","0"
"11993","508531","Mylar_Flex",6,"Adequate",28,"Garage","Up Flow",12,551,"Gas","Tank","Standard","Y",16,"Gas",38,0,2002,3,1102,1102,"Single Family",30.1544048710005,-97.7421225669997,"train","1"
"11994","283367","Grey_Flex",5,"Adequate",22,"Attic","Horizontal",6,402,"Elec","Tank","Water_Saving","N",58,"Elec",11,27,1938,2,1050,755,"Single Family",30.2433563990004,-97.7474287219997,"train","0"
"11995","223575","Sheet_Metal",2,"Adequate",20,"Closet","Up Flow",20,450,"Gas","Tank","Water_Saving","N",0,"Gas",21,17,1964,3,1350,750,"Single Family",30.3186457610005,-97.6904929709997,"train","0"
"11996","161110","Mylar_Flex",6,"Adequate",19.5,"Attic","Horizontal",16,585.6,"Gas","Tank","Standard","N",0,"Gas",21,17,1989,4,2853,1600,"Single Family",30.4175948890004,-97.7898222939997,"test","0"
"11997","272943","Mylar_Flex",5,"Adequate",23,"Closet","Up Flow",24,516,"Gas","Tank","Standard","N",30,"Gas",19,19,1985,3,1291,1110,"Single Family",30.4381645290005,-97.7385243309997,"train","0"
"11998","331961","Mylar_Flex",8,"Adequate",12,"Attic","Horizontal",11,476,"Gas","Tank","Standard","Y",124,"Elec",26,12,2000,3,1902,1902,"Single Family",30.2076867200005,-97.8756126309997,"test","0"
"11999","R078265","Duct_Board",4,"Adequate",6,"Garage","Up Flow",14,419,"Elec","Tank","Water_Saving","Y",0,"Elec",15,23,1976,4,1676,1481,"Single Family",30.4499861210004,-97.8006679309997,"test","0"
"12000","437840","Mylar_Flex",6,"Adequate",14,"Attic","Horizontal",15,439.3,"Gas","Tank","Standard","Y",145,"Gas",24,14,1999,2,2168,850,"Single Family",30.2985937070005,-97.7698555169997,"test","0"
"12001","133653","Grey_Flex",6,"Adequate",6,"Closet","Up Flow",18,371,"Gas","Tank","Standard","Y",0,"Gas",15,23,1985,3,2601,0,"Single Family",30.3459558770004,-97.7809131639997,"train","0"
"12002","264869","Mylar_Flex",8,"Adequate",9,"Attic","Horizontal",18,515,"Gas","Tank","Water_Saving","Y",278,"Gas",26,12,1996,3,2060,0,"Single Family",30.4086845750004,-97.6828310249997,"train","0"
"12003","227476","Grey_Flex",8,"Adequate",4,"Attic","Horizontal",13,500,"Gas","Tank","Water_Saving","Y",95,"Gas",0,25,1948,2,1502,1502,"Single Family",30.3239388870005,-97.7438719399997,"train","0"
"12004","552926","Duct_Board",5,"Adequate",32,"Closet","Up Flow",2,425,"Gas","Tank","Water_Saving","N",176,"Gas",19,19,1976,1,640,420,"Fourplex",30.2400886120005,-97.7807864329997,"test","1"
"12005","126223","Duct_Board",4,"Adequate",23.1,"Attic","Horizontal",5,400,"Elec","Tank","Water_Saving","Y",0,"Elec",22,16,1980,4,2894,1011,"Single Family",30.3352026220005,-97.7636290759997,"test","0"
"12007","345412","Mylar_Flex",6,"Adequate",5,"Garage","Up Flow",9,443,"Elec","Tank","Water_Saving","N",57,"Elec",36,2,1984,3,1330,1330,"Single Family",30.1767392830005,-97.8427867199997,"train","0"
"12008","107899","Duct_Board",6,"Adequate",12.7,"Closet","Up Flow",23,550,"Elec","Tank","Water_Saving","Y",0,"Elec",0,10,1982,4,2800,1500,"Single Family",30.2730483620005,-97.8034193159997,"train","0"
"12010","117419","Mylar_Flex",5,"Inadequate",22,"Attic","Horizontal",20,547,"Elec","Tank","Standard","Y",0,"Elec",38,0,1994,4,2546,2546,"Single Family",30.2955675410005,-97.8014626699997,"test","0"
"12012","158527","Duct_Board",6,"Adequate",32.9,"Garage","Up Flow",13,547,"Gas","Tank","Water_Saving","Y",224,"Gas",19,19,1986,4,2438,1300,"Single Family",30.4127257820005,-97.7654281939997,"train","1"
"12016","306184","Sheet_Metal",6,"Adequate",18,"Closet","Up Flow",13,567,"Gas","Tank","Water_Saving","Y",0,"Gas",15,23,1973,3,1418,1000,"Single Family",30.2422087050005,-97.8264501589996,"train","0"
"12017","327233","Mylar_Flex",6,"Adequate",9,"","",17,516,"Elec","Tank","Water_Saving","Y",0,"Elec",26,0,1997,4,2067,905,"Single Family",30.2104688980004,-97.8707068069997,"train","0"
"12019","136108","Grey_Flex",4,"Adequate",22,"Closet","Up Flow",11,444,"Elec","Tank","Water_Saving","N",28,"Elec",22,0,1983,3,1555,1555,"Town Homes",30.3541437000005,-97.7927560759996,"train","0"
"12022","141666","Duct_Board",9,"",12.4,"Attic","Horizontal",6,700,"Gas","Tank","Standard","Y",93.5,"Gas",18,20,1969,4,3044,3000,"Single Family",30.3649076140005,-97.7614698969997,"test","0"
"12023","317746","Duct_Board",4,"Inadequate",25,"Closet","Up Flow",10,485,"Gas","Tank","Standard","N",0,"Gas",18,20,1977,4,1942,1942,"Single Family",30.2237638950004,-97.8475693659997,"train","0"
"12024","340288","Grey_Flex",8,"Adequate",13,"Attic","Horizontal",19,496,"Gas","Tank","Water_Saving","Y",0,"Gas",26.4,11.4,1996,4,1985,1985,"Single Family",30.1868884880005,-97.8434369609997,"train","0"
"12027","326303","Mylar_Flex",6,"Adequate",28,"Closet","Up Flow",3,577,"Gas","Tank","Standard","Y",0,"Gas",28,10,1984,3,1732,900,"Single Family",30.2090558980005,-97.8488698479997,"train","1"
"12029","189038","Duct_Board",8,"Adequate",14,"Attic","Horizontal",3,356,"Elec","Tankless","Water_Saving","Y",30,"Elec",36,2,1930,3,1048,1000,"Single Family",30.2553248570005,-97.7256699339997,"train","0"
"12030","510663","Sheet_Metal",6,"Adequate",28,"Closet","Up Flow",10,492,"Gas","Tank","Water_Saving","N",20,"Gas",17.4,20.6,1969,4,1476,1476,"Single Family",30.2189243980005,-97.7987053649996,"train","1"
"12031","220228","Sheet_Metal",6,"Adequate",12,"Closet","Up Flow",10,628,"Gas","Tank","Water_Saving","N",93,"Gas",0,29,1955,4,3319,2976,"Single Family",30.3134769980005,-97.7157659009997,"test","0"
"12032","324330","Mylar_Flex",8,"Adequate",21,"Garage","Up Flow",16,443,"Gas","Tank","Water_Saving","Y",0,"Gas",17.5,20.5,1980,3,1329,1329,"Single Family",30.2038362050005,-97.8284885279997,"train","0"
"12033","R073963","Duct_Board",6,"Adequate",8.6,"Closet","Up Flow",13,642,"Elec","Tank","Water_Saving","Y",0,"Elec",40,0,1980,3,1928,1578,"Single Family",30.4499695390004,-97.7774996969997,"test","0"
"12034","304458","Sheet_Metal",2,"Adequate",8.9,"Closet","Up Flow",24,568,"Gas","Tank","Water_Saving","N",175,"Gas",19,19,1975,3,1422,1270,"Single Family",30.2504652250005,-97.8278927699997,"test","0"
"12035","368571","Mylar_Flex",6,"Adequate",16,"Closet","Up Flow",18,628,"Elec","Tank","Water_Saving","Y",0,"Elec",20,18,1996,3,1255,1255,"Single Family",30.2544247060005,-97.7087601189997,"train","0"
"12036","484287","Grey_Flex",8,"Adequate",19,"Attic","Horizontal",0,474,"Elec","Tank","Water_Saving","Y",0,"Elec",9,29,1981,2,948,948,"Condo",30.2347540320005,-97.7851249249996,"train","0"
"12037","193937","Sheet_Metal",4,"Adequate",23.2,"Closet","Up Flow",13,605.5,"Gas","Tank","Water_Saving","Y",85.5,"Gas",28,0,1975,3,1211,1211,"Single Family",30.2622335180005,-97.6764778519997,"test","0"
"12038","138295","Duct_Board",5,"Adequate",11,"Closet","Up Flow",16,550,"Elec","Tank","Standard","N",0,"Gas",30,0,1978,3,2754,2528,"Single Family",30.3626051210005,-97.7535734389997,"train","0"
"12040","502036","Sheet_Metal",6,"Adequate",7.4,"Closet","Up Flow",19,432,"Gas","Tank","Water_Saving","Y",84,"Elec",12,25,1970,3,1514,0,"Single Family",30.3717442440005,-97.6805695279997,"test","0"
"12041","465683","Grey_Flex",6,"Inadequate",4,"Attic","Horizontal",16,486,"Gas","Tank","Standard","N",0,"Gas",38,0,1999,3,1945,1040,"Single Family",30.1996256280004,-97.8554077879997,"train","0"
"12044","318163","Mylar_Flex",4,"Inadequate",10.2,"Closet","Up Flow",5,590,"Elec","Tank","Water_Saving","Y",0,"Elec",22,16,1982,3,1769,1769,"Single Family",30.2236276880005,-97.8619623109997,"train","0"
"12045","138906","Sheet_Metal",6,"Adequate",23,"Closet","Up Flow",9,492,"Gas","Tank","Water_Saving","Y",0,"Gas",17.4,20.6,1974,4,2462,2462,"Single Family",30.3645629510004,-97.7564160219997,"test","0"
"12046","322877","Grey_Flex",2,"Adequate",26.5,"Closet","Up Flow",5,499,"Gas","Tank","Water_Saving","Y",0,"Gas",15,23,1971,3,998,900,"Single Family",30.2065295520005,-97.7635982809997,"train","1"
